index,KATEGORI,KODE PTN,PTN,KABUPATEN,PROVINSI,KODE PRODI,PRODI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
0,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111001,PENDIDIKAN DOKTER HEWAN,Sarjana,72,350,Tidak Ada
1,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111002,TEKNIK SIPIL,Sarjana,84,525,Tidak Ada
2,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111003,TEKNIK MESIN,Sarjana,36,259,Tidak Ada
3,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111004,TEKNIK KIMIA,Sarjana,54,207,Tidak Ada
4,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111005,ARSITEKTUR,Sarjana,48,272,Tidak Ada
5,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111006,TEKNIK ELEKTRO,Sarjana,48,217,Tidak Ada
6,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111007,AGROTEKNOLOGI,Sarjana,36,181,Tidak Ada
7,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111008,AGRIBISNIS,Sarjana,48,309,Tidak Ada
8,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111009,PETERNAKAN,Sarjana,39,111,Tidak Ada
9,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111010,TEKNOLOGI HASIL PERTANIAN,Sarjana,48,125,Tidak Ada
10,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111011,TEKNIK PERTANIAN,Sarjana,48,187,Tidak Ada
11,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111012,PENDIDIKAN BIOLOGI,Sarjana,36,227,Tidak Ada
12,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111013,PENDIDIKAN MATEMATIKA,Sarjana,36,279,Tidak Ada
13,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111014,PENDIDIKAN FISIKA,Sarjana,36,103,Tidak Ada
14,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111015,PENDIDIKAN KIMIA,Sarjana,36,103,Tidak Ada
15,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111016,PENDIDIKAN DOKTER,Sarjana,75,1182,Tidak Ada
16,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111017,ILMU KEPERAWATAN,Sarjana,108,1279,Tidak Ada
17,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111018,PENDIDIKAN DOKTER GIGI,Sarjana,30,685,Tidak Ada
18,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111019,MATEMATIKA,Sarjana,24,90,Tidak Ada
19,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111020,FISIKA,Sarjana,24,38,Tidak Ada
20,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111021,KIMIA,Sarjana,24,80,Tidak Ada
21,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111022,BIOLOGI,Sarjana,36,126,Tidak Ada
22,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111023,ILMU KELAUTAN,Sarjana,48,123,Tidak Ada
23,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111024,BUDIDAYA PERAIRAN,Sarjana,48,68,Tidak Ada
24,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111025,TEKNIK INDUSTRI,Sarjana,36,395,Tidak Ada
25,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111026,INFORMATIKA,Sarjana,36,992,Tidak Ada
26,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111027,FARMASI,Sarjana,24,1441,Tidak Ada
27,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111028,TEKNIK GEOFISIKA,Sarjana,24,83,Tidak Ada
28,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111029,TEKNIK PERTAMBANGAN,Sarjana,36,605,Tidak Ada
29,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111030,STATISTIKA,Sarjana,36,253,Tidak Ada
30,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,36,56,Tidak Ada
31,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111032,ILMU TANAH,Sarjana,36,64,Tidak Ada
32,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111033,TEKNIK GEOLOGI,Sarjana,24,126,Tidak Ada
33,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),Sarjana,12,20,Tidak Ada
34,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),Sarjana,12,10,Tidak Ada
35,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111036,KEHUTANAN (PSDKU GAYO LUES),Sarjana,18,15,Tidak Ada
36,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111037,PROTEKSI TANAMAN,Sarjana,24,49,Tidak Ada
37,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111038,PERENCANAAN WILAYAH DAN KOTA,Sarjana,36,250,Tidak Ada
38,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111039,KEHUTANAN,Sarjana,36,113,Tidak Ada
39,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111040,TEKNIK KOMPUTER,Sarjana,48,773,Tidak Ada
40,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111041,EKONOMI PEMBANGUNAN,Sarjana,48,260,Tidak Ada
41,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111042,MANAJEMEN,Sarjana,60,1058,Tidak Ada
42,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111043,AKUNTANSI,Sarjana,60,705,Tidak Ada
43,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111044,ILMU HUKUM,Sarjana,168,953,Tidak Ada
44,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111045,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,42,372,Tidak Ada
45,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111046,PENDIDIKAN SEJARAH,Sarjana,36,270,Tidak Ada
46,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111047,PENDIDIKAN EKONOMI,Sarjana,48,141,Tidak Ada
47,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111048,PENDIDIKAN GEOGRAFI,Sarjana,48,200,Tidak Ada
48,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111049,PENDIDIKAN BAHASA INDONESIA,Sarjana,48,409,Tidak Ada
49,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111050,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,377,Tidak Ada
50,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111051,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,36,136,Sendratasik
51,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111052,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,48,415,Tidak Ada
52,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111053,PEND. JASMANI KESEHATAN DAN REKREASI,Sarjana,60,223,Olahraga
53,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111054,BIMBINGAN KONSELING,Sarjana,45,789,Tidak Ada
54,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,69,1088,Tidak Ada
55,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111056,PSIKOLOGI,Sarjana,24,619,Tidak Ada
56,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111057,ILMU POLITIK,Sarjana,48,153,Tidak Ada
57,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111058,SOSIOLOGI,Sarjana,36,222,Tidak Ada
58,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111059,ILMU KOMUNIKASI,Sarjana,54,578,Tidak Ada
59,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111060,PENDIDIKAN GURU PAUD,Sarjana,42,327,Tidak Ada
60,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111061,ILMU PEMERINTAHAN,Sarjana,54,258,Tidak Ada
61,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111062,EKONOMI ISLAM,Sarjana,48,265,Tidak Ada
62,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111063,MANAJEMEN (PSDKU GAYO LUES),Sarjana,24,34,Tidak Ada
63,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111078,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Sarjana,15,,Tidak Ada
64,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11112065,AKUNTANSI PERPAJAKAN,Sarjana Terapan,24,75,Tidak Ada
65,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113064,KESEHATAN HEWAN,Diploma Tiga,9,10,Tidak Ada
66,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113066,MANAJEMEN AGRIBISNIS,Diploma Tiga,30,17,Tidak Ada
67,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113067,TEKNIK LISTRIK,Diploma Tiga,12,9,Tidak Ada
68,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113068,BUDIDAYA PETERNAKAN,Diploma Tiga,18,5,Tidak Ada
69,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113069,TEKNIK MESIN,Diploma Tiga,12,16,Tidak Ada
70,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113071,TEKNIK SIPIL,Diploma Tiga,24,15,Tidak Ada
71,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113072,SEKRETARI,Diploma Tiga,12,18,Tidak Ada
72,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113073,MANAJEMEN PERUSAHAAN,Diploma Tiga,12,20,Tidak Ada
73,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113075,AKUNTANSI,Diploma Tiga,24,15,Tidak Ada
74,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113076,KEUANGAN DAN PERBANKAN,Diploma Tiga,24,36,Tidak Ada
75,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113077,MANAJEMEN INFORMATIKA,Diploma Tiga,24,33,Tidak Ada
76,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121001,TEKNIK SIPIL,Sarjana,165,214,Tidak Ada
77,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121002,TEKNIK MESIN,Sarjana,150,215,Tidak Ada
78,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121003,TEKNIK KIMIA,Sarjana,125,126,Tidak Ada
79,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121004,TEKNIK ELEKTRO,Sarjana,100,158,Tidak Ada
80,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121005,TEKNIK INDUSTRI,Sarjana,125,259,Tidak Ada
81,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121006,TEKNIK INFORMATIKA,Sarjana,148,645,Tidak Ada
82,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121007,TEKNIK ARSITEKTUR,Sarjana,75,84,Tidak Ada
83,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121008,AGROEKOTEKNOLOGI,Sarjana,150,242,Tidak Ada
84,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121009,AGRIBISNIS,Sarjana,125,187,Tidak Ada
85,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121010,AKUAKULTUR,Sarjana,50,19,Tidak Ada
86,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121011,KEDOKTERAN,Sarjana,47,738,Tidak Ada
87,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121012,PENDIDIKAN FISIKA,Sarjana,60,54,Tidak Ada
88,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121013,PENDIDIKAN KIMIA,Sarjana,60,51,Tidak Ada
89,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121014,PENDIDIKAN MATEMATIKA,Sarjana,60,107,Tidak Ada
90,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121015,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,30,18,Tidak Ada
91,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121016,SISTEM INFORMASI,Sarjana,100,284,Tidak Ada
92,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121017,ILMU KELAUTAN,Sarjana,50,47,Tidak Ada
93,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121018,TEKNIK MATERIAL,Sarjana,50,13,Tidak Ada
94,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121019,TEKNIK LOGISTIK,Sarjana,50,43,Tidak Ada
95,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121020,MANAJEMEN,Sarjana,200,616,Tidak Ada
96,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121021,AKUNTANSI,Sarjana,155,325,Tidak Ada
97,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121022,ILMU EKONOMI & STUDI PEMBANGUNAN,Sarjana,140,85,Tidak Ada
98,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121023,ADMINISTRASI PUBLIK,Sarjana,175,260,Tidak Ada
99,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121024,SOSIOLOGI,Sarjana,103,163,Tidak Ada
100,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121025,ILMU POLITIK,Sarjana,100,62,Tidak Ada
101,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121026,ANTROPOLOGI,Sarjana,50,35,Tidak Ada
102,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121027,ILMU KOMUNIKASI,Sarjana,175,306,Tidak Ada
103,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121028,HUKUM,Sarjana,275,354,Tidak Ada
104,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121029,EKONOMI SYARIAH,Sarjana,103,157,Tidak Ada
105,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121030,PSIKOLOGI,Sarjana,98,392,Tidak Ada
106,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121031,PENDIDIKAN BAHASA INDONESIA,Sarjana,90,298,Tidak Ada
107,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121032,ADMINISTRASI BISNIS,Sarjana,75,199,Tidak Ada
108,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121033,KEWIRUSAHAAN,Sarjana,60,80,Tidak Ada
109,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11123034,KEPERAWATAN,Diploma Tiga,50,124,Tidak Ada
110,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131001,TEKNIK SIPIL,Sarjana,60,94,Tidak Ada
111,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131002,TEKNIK MESIN,Sarjana,64,80,Tidak Ada
112,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131003,TEKNIK INDUSTRI,Sarjana,48,97,Tidak Ada
113,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131004,AGRIBISNIS,Sarjana,48,72,Tidak Ada
114,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131005,AGROTEKNOLOGI,Sarjana,40,44,Tidak Ada
115,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131006,PERIKANAN,Sarjana,24,45,Tidak Ada
116,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131007,KESEHATAN MASYARAKAT,Sarjana,64,301,Tidak Ada
117,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131008,AKUAKULTUR,Sarjana,16,20,Tidak Ada
118,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131009,SUMBER DAYA AKUATIK,Sarjana,16,8,Tidak Ada
119,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131010,TEKNOLOGI HASIL PERTANIAN,Sarjana,48,56,Tidak Ada
120,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131011,ILMU KELAUTAN,Sarjana,16,18,Tidak Ada
121,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131012,TEKNOLOGI INFORMASI,Sarjana,48,166,Tidak Ada
122,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131013,GIZI,Sarjana,64,359,Tidak Ada
123,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131014,EKONOMI PEMBANGUNAN,Sarjana,28,37,Tidak Ada
124,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131015,ILMU ADMINISTRASI NEGARA,Sarjana,72,170,Tidak Ada
125,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131016,SOSIOLOGI,Sarjana,48,91,Tidak Ada
126,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131017,ILMU KOMUNIKASI,Sarjana,72,131,Tidak Ada
127,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131018,MANAJEMEN,Sarjana,72,265,Tidak Ada
128,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131019,AKUNTANSI,Sarjana,72,147,Tidak Ada
129,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131020,ILMU HUKUM,Sarjana,72,130,Tidak Ada
130,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131021,PETERNAKAN,Sarjana,24,20,Tidak Ada
131,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131022,BISNIS DIGITAL,Sarjana,32,44,Tidak Ada
132,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131023,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,32,71,Tidak Ada
133,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131024,BAHASA DAN KEBUDAYAAN INGGRIS,Sarjana,24,,Tidak Ada
134,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141001,AGROTEKNOLOGI,Sarjana,60,113,Tidak Ada
135,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141002,AGRIBISNIS,Sarjana,75,175,Tidak Ada
136,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141003,AKUAKULTUR,Sarjana,30,10,Tidak Ada
137,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141004,PENDIDIKAN MATEMATIKA,Sarjana,15,48,Tidak Ada
138,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141005,PENDIDIKAN FISIKA,Sarjana,15,14,Tidak Ada
139,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141006,PENDIDIKAN KIMIA,Sarjana,15,29,Tidak Ada
140,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141007,PENDIDIKAN BIOLOGI,Sarjana,45,73,Tidak Ada
141,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141008,TEKNIK MESIN,Sarjana,55,85,Tidak Ada
142,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141009,TEKNIK SIPIL,Sarjana,75,93,Tidak Ada
143,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141010,TEKNIK INDUSTRI,Sarjana,60,110,Tidak Ada
144,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141011,INFORMATIKA,Sarjana,90,368,Tidak Ada
145,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141012,MATEMATIKA,Sarjana,15,20,Tidak Ada
146,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141013,FISIKA,Sarjana,15,6,Tidak Ada
147,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141014,KIMIA ,Sarjana,15,12,Tidak Ada
148,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141015,BIOLOGI,Sarjana,15,16,Tidak Ada
149,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141016,HUKUM,Sarjana,120,214,Tidak Ada
150,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141017,EKONOMI MANAJEMEN,Sarjana,120,360,Tidak Ada
151,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141018,EKONOMI PEMBANGUNAN,Sarjana,40,69,Tidak Ada
152,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141019,PENDIDIKAN SEJARAH,Sarjana,40,133,Tidak Ada
153,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141020,PENDIDIKAN GEOGRAFI,Sarjana,60,108,Tidak Ada
154,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141021,PENDIDIKAN JASMANI,Sarjana,60,101,Olahraga
155,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141022,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,155,700,Tidak Ada
156,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141023,PENDIDIKAN BAHASA INGGRIS,Sarjana,40,78,Tidak Ada
