index,KATEGORI,KODE PTN,PTN,KABUPATEN,PROVINSI,KODE PRODI,PRODI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
0,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111001,PENDIDIKAN DOKTER HEWAN,Sarjana,84,411,Tidak Ada
1,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111002,TEKNIK SIPIL,Sarjana,98,606,Tidak Ada
2,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111003,TEKNIK MESIN,Sarjana,42,220,Tidak Ada
3,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111004,TEKNIK KIMIA,Sarjana,63,160,Tidak Ada
4,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111005,ARSITEKTUR,Sarjana,56,294,Tidak Ada
5,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111006,TEKNIK ELEKTRO,Sarjana,56,221,Tidak Ada
6,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111007,AGROTEKNOLOGI,Sarjana,42,183,Tidak Ada
7,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111008,AGRIBISNIS,Sarjana,56,299,Tidak Ada
8,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111009,PETERNAKAN,Sarjana,46,117,Tidak Ada
9,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111010,TEKNOLOGI HASIL PERTANIAN,Sarjana,56,109,Tidak Ada
10,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111011,TEKNIK PERTANIAN,Sarjana,56,171,Tidak Ada
11,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111012,PENDIDIKAN BIOLOGI,Sarjana,42,194,Tidak Ada
12,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111013,PENDIDIKAN MATEMATIKA,Sarjana,42,173,Tidak Ada
13,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111014,PENDIDIKAN FISIKA,Sarjana,42,59,Tidak Ada
14,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111015,PENDIDIKAN KIMIA,Sarjana,42,55,Tidak Ada
15,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111016,PENDIDIKAN DOKTER,Sarjana,88,1859,Tidak Ada
16,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111017,ILMU KEPERAWATAN,Sarjana,126,1313,Tidak Ada
17,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111018,PENDIDIKAN DOKTER GIGI,Sarjana,35,858,Tidak Ada
18,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111019,MATEMATIKA,Sarjana,28,50,Tidak Ada
19,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111020,FISIKA,Sarjana,28,14,Tidak Ada
20,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111021,KIMIA,Sarjana,28,58,Tidak Ada
21,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111022,BIOLOGI,Sarjana,42,120,Tidak Ada
22,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111023,ILMU KELAUTAN,Sarjana,56,132,Tidak Ada
23,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111024,BUDIDAYA PERAIRAN,Sarjana,56,71,Tidak Ada
24,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111025,TEKNIK INDUSTRI,Sarjana,42,445,Tidak Ada
25,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111026,INFORMATIKA,Sarjana,42,1219,Tidak Ada
26,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111027,FARMASI,Sarjana,28,1576,Tidak Ada
27,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111028,TEKNIK GEOFISIKA,Sarjana,28,85,Tidak Ada
28,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111029,TEKNIK PERTAMBANGAN,Sarjana,42,864,Tidak Ada
29,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111030,STATISTIKA,Sarjana,42,218,Tidak Ada
30,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111031,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,42,66,Tidak Ada
31,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111032,ILMU TANAH,Sarjana,42,85,Tidak Ada
32,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111033,TEKNIK GEOLOGI,Sarjana,28,219,Tidak Ada
33,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111034,AGROTEKNOLOGI (PSDKU GAYO LUES),Sarjana,14,20,Tidak Ada
34,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111035,PENDIDIKAN BIOLOGI  (PDSKU GAYO LUES),Sarjana,14,22,Tidak Ada
35,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111036,KEHUTANAN (PSDKU GAYO LUES),Sarjana,21,15,Tidak Ada
36,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111037,PROTEKSI TANAMAN,Sarjana,28,30,Tidak Ada
37,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111038,PERENCANAAN WILAYAH DAN KOTA,Sarjana,42,291,Tidak Ada
38,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111039,KEHUTANAN,Sarjana,42,146,Tidak Ada
39,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111040,TEKNIK KOMPUTER,Sarjana,56,822,Tidak Ada
40,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111041,EKONOMI PEMBANGUNAN,Sarjana,56,360,Tidak Ada
41,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111042,MANAJEMEN,Sarjana,70,1345,Tidak Ada
42,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111043,AKUNTANSI,Sarjana,70,784,Tidak Ada
43,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111044,ILMU HUKUM,Sarjana,196,1476,Tidak Ada
44,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111045,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,49,279,Tidak Ada
45,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111046,PENDIDIKAN SEJARAH,Sarjana,42,237,Tidak Ada
46,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111047,PENDIDIKAN EKONOMI,Sarjana,56,144,Tidak Ada
47,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111048,PENDIDIKAN GEOGRAFI,Sarjana,56,104,Tidak Ada
48,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111049,PENDIDIKAN BAHASA INDONESIA,Sarjana,56,385,Tidak Ada
49,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111050,PENDIDIKAN BAHASA INGGRIS,Sarjana,56,358,Tidak Ada
50,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111051,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,42,65,Sendratasik
51,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111052,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,56,359,Tidak Ada
52,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111053,PEND. JASMANI KESEHATAN DAN REKREASI,Sarjana,70,188,Olahraga
53,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111054,BIMBINGAN KONSELING,Sarjana,53,712,Tidak Ada
54,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,81,950,Tidak Ada
55,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111056,PSIKOLOGI,Sarjana,28,665,Tidak Ada
56,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111057,ILMU POLITIK,Sarjana,56,179,Tidak Ada
57,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111058,SOSIOLOGI,Sarjana,42,143,Tidak Ada
58,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111059,ILMU KOMUNIKASI,Sarjana,63,712,Tidak Ada
59,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111060,PENDIDIKAN GURU PAUD,Sarjana,49,311,Tidak Ada
60,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111061,ILMU PEMERINTAHAN,Sarjana,63,365,Tidak Ada
61,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111062,EKONOMI ISLAM,Sarjana,56,321,Tidak Ada
62,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111063,MANAJEMEN (PSDKU GAYO LUES),Sarjana,28,30,Tidak Ada
63,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11111078,TEKNOLOGI INDUSTRI HASIL PERIKANAN,Sarjana,18,,Tidak Ada
64,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11112065,AKUNTANSI PERPAJAKAN,Sarjana Terapan,28,1645,Tidak Ada
65,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113064,KESEHATAN HEWAN,Diploma Tiga,11,383,Tidak Ada
66,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113066,MANAJEMEN AGRIBISNIS,Diploma Tiga,35,598,Tidak Ada
67,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113067,TEKNIK LISTRIK,Diploma Tiga,14,189,Tidak Ada
68,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113068,BUDIDAYA PETERNAKAN,Diploma Tiga,21,282,Tidak Ada
69,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113069,TEKNIK MESIN,Diploma Tiga,14,264,Tidak Ada
70,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113071,TEKNIK SIPIL,Diploma Tiga,28,710,Tidak Ada
71,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113072,SEKRETARI,Diploma Tiga,14,320,Tidak Ada
72,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113073,MANAJEMEN PERUSAHAAN,Diploma Tiga,14,814,Tidak Ada
73,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113075,AKUNTANSI,Diploma Tiga,28,913,Tidak Ada
74,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113076,KEUANGAN DAN PERBANKAN,Diploma Tiga,28,1106,Tidak Ada
75,PTN AKADEMIK,1111,UNIVERSITAS SYIAH KUALA,Kota Banda Aceh,Aceh,11113077,MANAJEMEN INFORMATIKA,Diploma Tiga,28,1297,Tidak Ada
76,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121001,TEKNIK SIPIL,Sarjana,132,194,Tidak Ada
77,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121002,TEKNIK MESIN,Sarjana,120,155,Tidak Ada
78,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121003,TEKNIK KIMIA,Sarjana,100,110,Tidak Ada
79,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121004,TEKNIK ELEKTRO,Sarjana,80,148,Tidak Ada
80,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121005,TEKNIK INDUSTRI,Sarjana,100,274,Tidak Ada
81,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121006,TEKNIK INFORMATIKA,Sarjana,118,506,Tidak Ada
82,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121007,TEKNIK ARSITEKTUR,Sarjana,60,64,Tidak Ada
83,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121008,AGROEKOTEKNOLOGI,Sarjana,120,171,Tidak Ada
84,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121009,AGRIBISNIS,Sarjana,100,142,Tidak Ada
85,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121010,AKUAKULTUR,Sarjana,40,15,Tidak Ada
86,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121011,KEDOKTERAN,Sarjana,60,1296,Tidak Ada
87,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121012,PENDIDIKAN FISIKA,Sarjana,48,22,Tidak Ada
88,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121013,PENDIDIKAN KIMIA,Sarjana,48,25,Tidak Ada
89,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121014,PENDIDIKAN MATEMATIKA,Sarjana,48,45,Tidak Ada
90,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121015,PENDIDIKAN VOKASIONAL TEKNIK MESIN,Sarjana,24,18,Tidak Ada
91,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121016,SISTEM INFORMASI,Sarjana,80,224,Tidak Ada
92,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121017,ILMU KELAUTAN,Sarjana,40,33,Tidak Ada
93,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121018,TEKNIK MATERIAL,Sarjana,40,26,Tidak Ada
94,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121019,TEKNIK LOGISTIK,Sarjana,40,31,Tidak Ada
95,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121020,MANAJEMEN,Sarjana,160,459,Tidak Ada
96,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121021,AKUNTANSI,Sarjana,124,236,Tidak Ada
97,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121022,ILMU EKONOMI & STUDI PEMBANGUNAN,Sarjana,112,72,Tidak Ada
98,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121023,ADMINISTRASI PUBLIK,Sarjana,140,183,Tidak Ada
99,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121024,SOSIOLOGI,Sarjana,82,67,Tidak Ada
100,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121025,ILMU POLITIK,Sarjana,80,43,Tidak Ada
101,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121026,ANTROPOLOGI,Sarjana,40,30,Tidak Ada
102,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121027,ILMU KOMUNIKASI,Sarjana,140,309,Tidak Ada
103,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121028,HUKUM,Sarjana,220,322,Tidak Ada
104,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121029,EKONOMI SYARIAH,Sarjana,82,130,Tidak Ada
105,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121030,PSIKOLOGI,Sarjana,78,329,Tidak Ada
106,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121031,PENDIDIKAN BAHASA INDONESIA,Sarjana,72,193,Tidak Ada
107,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121032,ADMINISTRASI BISNIS,Sarjana,60,184,Tidak Ada
108,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11121033,KEWIRUSAHAAN,Sarjana,48,51,Tidak Ada
109,PTN AKADEMIK,1112,UNIVERSITAS MALIKUSSALEH,Kabupaten Aceh Utara,Aceh,11123034,KEPERAWATAN,Diploma Tiga,40,727,Tidak Ada
110,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131001,TEKNIK SIPIL,Sarjana,75,77,Tidak Ada
111,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131002,TEKNIK MESIN,Sarjana,80,69,Tidak Ada
112,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131003,TEKNIK INDUSTRI,Sarjana,60,101,Tidak Ada
113,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131004,AGRIBISNIS,Sarjana,60,55,Tidak Ada
114,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131005,AGROTEKNOLOGI,Sarjana,50,28,Tidak Ada
115,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131006,PERIKANAN,Sarjana,30,27,Tidak Ada
116,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131007,KESEHATAN MASYARAKAT,Sarjana,80,295,Tidak Ada
117,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131008,AKUAKULTUR,Sarjana,20,8,Tidak Ada
118,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131009,SUMBER DAYA AKUATIK,Sarjana,20,3,Tidak Ada
119,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131010,TEKNOLOGI HASIL PERTANIAN,Sarjana,60,29,Tidak Ada
120,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131011,ILMU KELAUTAN,Sarjana,20,21,Tidak Ada
121,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131012,TEKNOLOGI INFORMASI,Sarjana,60,179,Tidak Ada
122,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131013,GIZI,Sarjana,80,312,Tidak Ada
123,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131014,EKONOMI PEMBANGUNAN,Sarjana,35,29,Tidak Ada
124,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131015,ILMU ADMINISTRASI NEGARA,Sarjana,90,154,Tidak Ada
125,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131016,SOSIOLOGI,Sarjana,60,75,Tidak Ada
126,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131017,ILMU KOMUNIKASI,Sarjana,90,117,Tidak Ada
127,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131018,MANAJEMEN,Sarjana,90,205,Tidak Ada
128,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131019,AKUNTANSI,Sarjana,90,96,Tidak Ada
129,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131020,ILMU HUKUM,Sarjana,90,116,Tidak Ada
130,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131021,PETERNAKAN,Sarjana,30,22,Tidak Ada
131,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131022,BISNIS DIGITAL,Sarjana,40,80,Tidak Ada
132,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131023,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,40,100,Tidak Ada
133,PTN AKADEMIK,1113,UNIVERSITAS TEUKU UMAR,Kabupaten Aceh Barat,Aceh,11131024,BAHASA DAN KEBUDAYAAN INGGRIS,Sarjana,30,,Tidak Ada
134,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141001,AGROTEKNOLOGI,Sarjana,48,68,Tidak Ada
135,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141002,AGRIBISNIS,Sarjana,60,109,Tidak Ada
136,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141003,AKUAKULTUR,Sarjana,24,17,Tidak Ada
137,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141004,PENDIDIKAN MATEMATIKA,Sarjana,12,29,Tidak Ada
138,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141005,PENDIDIKAN FISIKA,Sarjana,12,16,Tidak Ada
139,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141006,PENDIDIKAN KIMIA,Sarjana,12,12,Tidak Ada
140,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141007,PENDIDIKAN BIOLOGI,Sarjana,36,62,Tidak Ada
141,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141008,TEKNIK MESIN,Sarjana,44,47,Tidak Ada
142,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141009,TEKNIK SIPIL,Sarjana,60,77,Tidak Ada
143,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141010,TEKNIK INDUSTRI,Sarjana,48,75,Tidak Ada
144,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141011,INFORMATIKA,Sarjana,72,224,Tidak Ada
145,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141012,MATEMATIKA,Sarjana,12,13,Tidak Ada
146,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141013,FISIKA,Sarjana,12,5,Tidak Ada
147,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141014,KIMIA ,Sarjana,12,15,Tidak Ada
148,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141015,BIOLOGI,Sarjana,12,19,Tidak Ada
149,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141016,HUKUM,Sarjana,96,169,Tidak Ada
150,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141017,EKONOMI MANAJEMEN,Sarjana,96,250,Tidak Ada
151,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141018,EKONOMI PEMBANGUNAN,Sarjana,32,52,Tidak Ada
152,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141019,PENDIDIKAN SEJARAH,Sarjana,32,67,Tidak Ada
153,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141020,PENDIDIKAN GEOGRAFI,Sarjana,48,57,Tidak Ada
154,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141021,PENDIDIKAN JASMANI,Sarjana,48,57,Olahraga
155,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141022,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,124,480,Tidak Ada
156,PTN AKADEMIK,1114,UNIVERSITAS SAMUDRA,Kota Langsa,Aceh,11141023,PENDIDIKAN BAHASA INGGRIS,Sarjana,32,59,Tidak Ada
