No,Provinsi,Kabupaten,Kecamatan,KB Sederajat,TK Sederajat,TPA,SPS,SD Sederajat,SMP Sederajat,SMA Sederajat,SMK Sederajat,SLB,DIKMAS,Total
1,ACEH,KAB. ACEH BARAT,ARONGAN LAMBALEK,106,309,0,0,944,153,75,58,0,0,1645
2,ACEH,KAB. ACEH BARAT,BUBON,149,178,0,19,541,318,176,0,0,0,1381
3,ACEH,KAB. ACEH BARAT,JOHAN PAHLAWAN,182,1235,21,0,5498,3478,1766,494,15,333,13022
4,ACEH,KAB. ACEH BARAT,KAWAY XVI,57,427,0,7,1763,711,557,119,0,497,4138
5,ACEH,KAB. ACEH BARAT,MEUREUBO,204,663,0,0,1657,1574,528,44,0,394,5064
6,ACEH,KAB. ACEH BARAT,PANTEE CEUREUMEN,87,180,0,0,708,139,145,66,0,69,1394
7,ACEH,KAB. ACEH BARAT,PANTON REU,0,109,0,0,494,134,24,0,6,0,767
8,ACEH,KAB. ACEH BARAT,SAMATIGA,257,366,0,0,1192,524,425,353,50,6,3173
9,ACEH,KAB. ACEH BARAT,SUNGAI MAS,24,91,0,0,203,1,16,0,0,0,335
10,ACEH,KAB. ACEH BARAT,WOYLA,24,175,0,0,1045,742,82,53,0,166,2287
11,ACEH,KAB. ACEH BARAT,WOYLA BARAT,21,95,0,0,571,326,215,0,0,0,1228
12,ACEH,KAB. ACEH BARAT,WOYLA TIMUR,0,73,0,0,535,125,42,0,0,17,792
13,ACEH,KAB. ACEH BARAT DAYA,BABAHROT,288,473,11,34,2041,536,5,8,0,0,3396
14,ACEH,KAB. ACEH BARAT DAYA,BLANGPIDIE,276,695,87,0,1985,485,538,0,0,326,4392
15,ACEH,KAB. ACEH BARAT DAYA,JEUMPA,198,185,0,0,693,2,1,0,0,0,1079
16,ACEH,KAB. ACEH BARAT DAYA,KUALA BATEE,426,415,0,69,1672,653,177,0,0,53,3465
17,ACEH,KAB. ACEH BARAT DAYA,LEMBAH SABIL,261,147,18,42,913,244,4,76,0,0,1705
18,ACEH,KAB. ACEH BARAT DAYA,MANGGENG,556,192,0,0,1607,736,64,0,0,0,3155
19,ACEH,KAB. ACEH BARAT DAYA,SETIA,300,145,0,0,596,1,2,0,0,0,1044
20,ACEH,KAB. ACEH BARAT DAYA,SUSOH,273,532,25,0,1984,1117,784,78,6,0,4799
21,ACEH,KAB. ACEH BARAT DAYA,TANGAN-TANGAN,569,40,0,0,1279,49,371,0,0,22,2330
22,ACEH,KAB. ACEH BESAR,BAITUSSALAM,106,458,0,0,1350,703,144,0,0,93,2854
23,ACEH,KAB. ACEH BESAR,BLANG BINTANG,77,403,0,0,1086,1275,756,2,0,62,3661
24,ACEH,KAB. ACEH BESAR,DARUL IMARAH,182,1139,0,18,3708,2209,2321,0,0,210,9787
25,ACEH,KAB. ACEH BESAR,DARUL KAMAL,63,109,0,0,333,356,0,200,0,46,1107
26,ACEH,KAB. ACEH BESAR,DARUSSALAM,81,590,0,0,2408,1796,1367,57,0,171,6470
27,ACEH,KAB. ACEH BESAR,INDRAPURI,157,597,0,0,2068,1363,1499,0,0,0,5684
28,ACEH,KAB. ACEH BESAR,INGIN JAYA,71,1064,14,0,3817,736,517,575,2,33,6829
29,ACEH,KAB. ACEH BESAR,KOTA JANTHO,21,193,0,0,676,517,165,653,78,636,2939
30,ACEH,KAB. ACEH BESAR,KRUNG BARONA JAYA,56,135,0,0,482,894,552,0,0,4,2123
31,ACEH,KAB. ACEH BESAR,KUTA BARO,57,282,0,0,1948,630,651,0,0,6,3574
32,ACEH,KAB. ACEH BESAR,KUTA COT GLIE,151,223,0,0,1077,210,364,0,0,364,2389
33,ACEH,KAB. ACEH BESAR,KUTA MALAKA,83,221,0,0,793,856,876,0,0,148,2977
34,ACEH,KAB. ACEH BESAR,LEMBAH SEULAWAH,0,228,0,0,1130,329,165,436,0,0,2288
35,ACEH,KAB. ACEH BESAR,LEUPUNG,7,87,0,0,388,146,44,0,0,0,672
36,ACEH,KAB. ACEH BESAR,LHOKNGA,81,146,0,0,1606,789,141,315,0,25,3103
37,ACEH,KAB. ACEH BESAR,LHOONG,194,168,0,0,1142,516,56,0,0,2,2078
38,ACEH,KAB. ACEH BESAR,MESJID RAYA,0,408,0,0,1346,1038,6,9,0,0,2807
39,ACEH,KAB. ACEH BESAR,MONTASIK,272,310,0,0,1896,694,235,0,0,351,3758
40,ACEH,KAB. ACEH BESAR,PEUKAN BADA,154,510,23,0,2475,665,20,0,0,0,3847
41,ACEH,KAB. ACEH BESAR,PULO ACEH,0,76,0,0,284,234,199,0,0,0,793
42,ACEH,KAB. ACEH BESAR,SEULIMEUM,47,461,0,0,2307,698,508,0,0,0,4021
43,ACEH,KAB. ACEH BESAR,SIMPANG TIGA,0,179,0,0,288,1,2,0,0,440,910
44,ACEH,KAB. ACEH BESAR,SUKA MAKMUR,26,331,0,0,1493,1485,974,178,0,44,4531
45,ACEH,KAB. ACEH JAYA,DARUL HIKMAH,153,189,0,0,654,343,189,3,0,580,2111
46,ACEH,KAB. ACEH JAYA,INDRA JAYA,163,240,0,46,646,209,21,0,0,0,1325
47,ACEH,KAB. ACEH JAYA,JAYA,621,411,0,57,1208,1065,396,155,0,114,4027
48,ACEH,KAB. ACEH JAYA,KRUENG SABEE,218,637,3,0,1270,1001,274,278,78,689,4448
49,ACEH,KAB. ACEH JAYA,PANGA,356,255,0,0,557,288,28,113,0,91,1688
50,ACEH,KAB. ACEH JAYA,PASIE RAYA,138,193,0,73,384,155,0,64,0,1,1008
51,ACEH,KAB. ACEH JAYA,SAMPOINIET,267,217,0,0,971,331,279,0,0,5,2070
52,ACEH,KAB. ACEH JAYA,SETIA BAKTI,212,239,0,46,713,446,122,74,0,0,1852
53,ACEH,KAB. ACEH JAYA,TEUNOM,484,390,0,53,1266,367,52,19,0,13,2644
54,ACEH,KAB. ACEH SELATAN,BAKONGAN,132,21,0,0,378,180,489,0,0,0,1200
55,ACEH,KAB. ACEH SELATAN,BAKONGAN TIMUR,159,140,0,0,542,52,154,0,0,52,1099
56,ACEH,KAB. ACEH SELATAN,KLUET SELATAN,240,327,0,26,1089,448,147,1,3,56,2337
57,ACEH,KAB. ACEH SELATAN,KLUET TENGAH,254,246,0,0,675,148,2,0,0,31,1356
58,ACEH,KAB. ACEH SELATAN,KLUET TIMUR,209,354,0,0,732,429,66,36,0,0,1826
59,ACEH,KAB. ACEH SELATAN,KLUET UTARA,455,697,0,0,1995,1454,380,0,0,150,5131
60,ACEH,KAB. ACEH SELATAN,KOTA BAHAGIA,195,86,0,0,688,197,31,64,0,0,1261
61,ACEH,KAB. ACEH SELATAN,LABUHAN HAJI,295,141,0,41,1009,234,407,170,0,128,2425
62,ACEH,KAB. ACEH SELATAN,LABUHAN HAJI BARAT,399,246,0,0,1296,1862,1047,14,0,0,4864
63,ACEH,KAB. ACEH SELATAN,LABUHAN HAJI TIMUR,325,144,0,0,613,376,385,67,0,0,1910
64,ACEH,KAB. ACEH SELATAN,MEUKEK,428,518,0,0,1781,561,631,233,0,83,4235
65,ACEH,KAB. ACEH SELATAN,PASIE RAJA,511,517,0,0,1703,1045,422,2,39,20,4259
66,ACEH,KAB. ACEH SELATAN,SAMADUA,420,239,0,0,1135,557,228,34,0,0,2613
67,ACEH,KAB. ACEH SELATAN,SAWANG,516,421,0,0,858,619,128,68,0,64,2674
68,ACEH,KAB. ACEH SELATAN,TAPAK TUAN,332,609,18,0,1592,1106,683,178,0,37,4555
69,ACEH,KAB. ACEH SELATAN,TRUMON,79,107,0,18,900,218,236,0,0,0,1558
70,ACEH,KAB. ACEH SELATAN,TRUMON TENGAH,293,178,0,0,571,227,176,0,0,0,1445
71,ACEH,KAB. ACEH SELATAN,TRUMON TIMUR,176,113,0,94,420,122,52,100,0,0,1077
72,ACEH,KAB. ACEH SINGKIL,DANAU PARIS,23,112,149,0,275,455,111,0,0,0,1125
73,ACEH,KAB. ACEH SINGKIL,GUNUNG MARIAH,124,1287,53,0,2543,1144,538,115,0,116,5920
74,ACEH,KAB. ACEH SINGKIL,KUALA BARU,0,79,0,0,214,123,0,57,0,0,473
75,ACEH,KAB. ACEH SINGKIL,KUTA BAHARU,103,150,0,0,495,239,149,58,0,72,1266
76,ACEH,KAB. ACEH SINGKIL,PULAU BANYAK,12,140,0,0,568,92,7,0,0,76,895
77,ACEH,KAB. ACEH SINGKIL,PULAU BANYAK BARAT,0,109,0,0,357,89,96,0,0,0,651
78,ACEH,KAB. ACEH SINGKIL,SIMPANG KANAN,71,317,0,0,990,550,442,3,0,33,2406
79,ACEH,KAB. ACEH SINGKIL,SINGKIL,104,423,80,0,880,885,451,36,2,271,3132
80,ACEH,KAB. ACEH SINGKIL,SINGKIL UTARA,51,371,21,0,757,96,4,1,0,64,1365
81,ACEH,KAB. ACEH SINGKIL,SINGKOHOR,0,287,0,0,372,103,291,0,0,48,1101
82,ACEH,KAB. ACEH SINGKIL,SURO MAKMUR,32,232,0,0,806,285,5,0,0,119,1479
83,ACEH,KAB. ACEH TAMIANG,BANDA MULYA,57,157,0,0,989,604,180,0,0,158,2145
84,ACEH,KAB. ACEH TAMIANG,BANDAR PUSAKA,45,320,0,0,1363,732,320,0,0,76,2856
85,ACEH,KAB. ACEH TAMIANG,BENDAHARA,129,479,10,0,2206,772,202,8,0,253,4059
86,ACEH,KAB. ACEH TAMIANG,KARANG BARU,60,972,14,0,3029,700,852,470,0,139,6236
87,ACEH,KAB. ACEH TAMIANG,KEJURUAN MUDA,22,492,0,0,2041,1382,1706,116,0,208,5967
88,ACEH,KAB. ACEH TAMIANG,KUALASIMPANG,32,459,22,0,520,499,8,1,0,0,1541
89,ACEH,KAB. ACEH TAMIANG,MANYAK PAYED,29,731,0,53,2608,1470,788,141,0,580,6400
90,ACEH,KAB. ACEH TAMIANG,RANTAU,120,626,0,0,2410,1239,11,3,2,288,4699
91,ACEH,KAB. ACEH TAMIANG,SEKERAK,0,108,0,0,586,70,61,0,0,0,825
92,ACEH,KAB. ACEH TAMIANG,SERUWAY,79,538,0,0,2428,1447,424,0,0,70,4986
93,ACEH,KAB. ACEH TAMIANG,TAMIANG HULU,165,414,0,33,1106,634,240,0,0,113,2705
94,ACEH,KAB. ACEH TAMIANG,TENGGULUN,15,403,0,0,1046,415,314,0,0,0,2193
95,ACEH,KAB. ACEH TENGAH,ATU LINTANG,32,155,0,0,332,393,68,0,0,0,980
96,ACEH,KAB. ACEH TENGAH,BEBESEN,328,1185,111,0,3162,1587,1476,82,40,204,8175
97,ACEH,KAB. ACEH TENGAH,BIES,0,146,0,0,455,238,1,0,0,0,840
98,ACEH,KAB. ACEH TENGAH,BINTANG,89,346,0,0,622,406,93,0,26,0,1582
99,ACEH,KAB. ACEH TENGAH,CELALA,0,179,0,0,668,86,26,0,1,0,960
100,ACEH,KAB. ACEH TENGAH,JAGONG JEGET,126,225,0,0,485,351,57,1,0,0,1245
101,ACEH,KAB. ACEH TENGAH,KEBAYAKAN,143,503,0,0,1257,499,43,0,3,0,2448
102,ACEH,KAB. ACEH TENGAH,KETOL,1,332,0,0,1490,501,54,0,38,0,2416
103,ACEH,KAB. ACEH TENGAH,KUTE PANANG,75,238,0,0,738,179,35,0,2,0,1267
104,ACEH,KAB. ACEH TENGAH,LAUT TAWAR,142,619,89,0,2077,834,0,123,0,0,3884
105,ACEH,KAB. ACEH TENGAH,LINGE,13,173,0,0,854,112,115,0,0,0,1267
106,ACEH,KAB. ACEH TENGAH,PEGASING,19,541,21,0,2245,815,129,6,3,235,4014
107,ACEH,KAB. ACEH TENGAH,RUSIP ANTARA,14,153,0,0,456,202,32,0,0,45,902
108,ACEH,KAB. ACEH TENGAH,SILIH NARA,0,725,0,0,2128,495,88,0,3,0,3439
109,ACEH,KAB. ACEH TENGGARA,BABUL MAKMUR,444,218,0,0,706,1034,350,1,0,69,2822
110,ACEH,KAB. ACEH TENGGARA,BABUL RAHMAT,353,157,0,0,558,118,144,0,0,0,1330
111,ACEH,KAB. ACEH TENGGARA,BABUSSALAM,331,717,0,0,1493,938,2405,285,0,436,6605
112,ACEH,KAB. ACEH TENGGARA,BADAR,148,337,0,0,1160,691,322,128,0,120,2906
113,ACEH,KAB. ACEH TENGGARA,BAMBEL,482,486,0,0,944,490,343,0,0,588,3333
114,ACEH,KAB. ACEH TENGGARA,BUKIT TUSAM,160,355,0,0,644,221,108,7,0,0,1495
115,ACEH,KAB. ACEH TENGGARA,DARUL HASANAH,511,209,0,0,1162,140,1,4,0,144,2171
116,ACEH,KAB. ACEH TENGGARA,DELENG POKHKISEN,325,249,0,0,405,7,0,6,0,0,992
117,ACEH,KAB. ACEH TENGGARA,KETAMBE,333,309,0,0,1003,425,156,14,0,0,2240
118,ACEH,KAB. ACEH TENGGARA,LAWE ALAS,416,381,55,0,960,925,798,0,0,10,3545
119,ACEH,KAB. ACEH TENGGARA,LAWE BULAN,157,373,27,0,1243,362,145,21,37,54,2419
120,ACEH,KAB. ACEH TENGGARA,LAWE SIGALA-GALA,239,298,0,0,1078,614,209,124,0,7,2569
121,ACEH,KAB. ACEH TENGGARA,LAWE SUMUR,360,129,36,0,524,412,88,0,0,58,1607
122,ACEH,KAB. ACEH TENGGARA,LUESER,645,84,0,8,631,149,60,0,0,153,1730
123,ACEH,KAB. ACEH TENGGARA,SEMADAM,558,146,0,0,794,264,161,153,38,130,2244
124,ACEH,KAB. ACEH TENGGARA,TANOH ALAS,201,179,0,0,480,143,215,1,0,0,1219
125,ACEH,KAB. ACEH TIMUR,BANDA ALAM,84,134,0,0,773,540,106,0,0,398,2035
126,ACEH,KAB. ACEH TIMUR,BIREM BAYEUN,856,373,0,0,2000,557,95,0,0,328,4209
127,ACEH,KAB. ACEH TIMUR,DARUL AMAN,309,191,0,30,1745,1313,401,110,0,425,4524
128,ACEH,KAB. ACEH TIMUR,DARUL FALAH,115,56,0,0,104,57,76,0,0,14,422
129,ACEH,KAB. ACEH TIMUR,DARUL IHSAN,100,98,0,0,319,4,3,1,0,83,608
130,ACEH,KAB. ACEH TIMUR,IDI RAYEUK,438,832,50,0,3093,746,537,3,0,73,5772
131,ACEH,KAB. ACEH TIMUR,IDI TIMUR,300,0,0,0,289,212,0,0,0,0,801
132,ACEH,KAB. ACEH TIMUR,IDI TUNONG,130,46,0,23,1001,544,2,0,0,125,1871
133,ACEH,KAB. ACEH TIMUR,INDRA MAKMUR,454,94,0,75,1165,410,470,5,0,726,3399
134,ACEH,KAB. ACEH TIMUR,JULOK,612,211,173,0,1797,1157,34,2,0,741,4727
135,ACEH,KAB. ACEH TIMUR,MADAT,409,320,0,0,2230,568,470,0,0,896,4893
136,ACEH,KAB. ACEH TIMUR,NURUSSALAM,464,90,89,0,1223,848,151,1,0,5,2871
137,ACEH,KAB. ACEH TIMUR,PANTE BEUDARI,533,303,0,27,1850,656,160,7,0,71,3607
138,ACEH,KAB. ACEH TIMUR,PEUDAWA,393,47,90,28,854,581,37,0,4,817,2851
139,ACEH,KAB. ACEH TIMUR,PEUNARON,222,111,0,0,245,93,340,0,0,21,1032
140,ACEH,KAB. ACEH TIMUR,PEUREULAK,489,540,0,102,3326,2267,321,548,141,755,8489
141,ACEH,KAB. ACEH TIMUR,PEUREULAK BARAT,297,97,0,0,2089,529,82,258,0,134,3486
142,ACEH,KAB. ACEH TIMUR,PEUREULAK TIMUR,410,366,0,0,1307,852,88,1,0,567,3591
143,ACEH,KAB. ACEH TIMUR,RANTAU SELAMAT,306,96,0,0,687,307,171,0,0,3,1570
144,ACEH,KAB. ACEH TIMUR,RANTO PEUREULAK,732,174,0,23,1518,848,778,227,0,86,4386
145,ACEH,KAB. ACEH TIMUR,SERBA JADI,61,39,0,0,343,91,0,140,0,0,674
146,ACEH,KAB. ACEH TIMUR,SIMPANG JERNIH,124,0,0,23,326,140,49,3,0,50,715
147,ACEH,KAB. ACEH TIMUR,SIMPANG ULIM,476,107,0,0,1436,997,345,2,0,224,3587
148,ACEH,KAB. ACEH TIMUR,SUNGAI RAYA,182,252,0,98,1294,489,167,49,0,373,2904
149,ACEH,KAB. ACEH UTARA,BAKTIYA,330,367,96,147,3321,776,536,196,0,720,6489
150,ACEH,KAB. ACEH UTARA,BAKTIYA BARAT,71,338,20,0,1036,736,376,224,3,364,3168
151,ACEH,KAB. ACEH UTARA,BANDA BARO,0,182,0,0,547,477,94,0,0,322,1622
152,ACEH,KAB. ACEH UTARA,COT GIREK,123,301,0,0,1613,643,518,177,0,0,3375
153,ACEH,KAB. ACEH UTARA,DEWANTARA,44,746,0,52,3915,2638,2403,410,48,200,10456
154,ACEH,KAB. ACEH UTARA,GEUREUDONG PASE,1,32,0,0,248,2,1,0,0,90,374
155,ACEH,KAB. ACEH UTARA,KUTA MAKMUR,471,427,18,33,2802,763,1105,3,0,290,5912
156,ACEH,KAB. ACEH UTARA,LANGKAHAN,120,310,0,17,1291,488,341,0,0,479,3046
157,ACEH,KAB. ACEH UTARA,LAPANG,48,156,0,30,427,9,0,198,0,0,868
158,ACEH,KAB. ACEH UTARA,LHOKSUKON,296,651,63,0,4874,2001,995,3,0,368,9251
159,ACEH,KAB. ACEH UTARA,MATANGKULI,158,190,31,31,1911,1108,1145,74,0,836,5484
160,ACEH,KAB. ACEH UTARA,MEURAH MULIA,295,177,48,46,1727,896,605,0,47,37,3878
161,ACEH,KAB. ACEH UTARA,MUARA BATU,209,751,18,119,2876,1491,823,6,0,1408,7701
162,ACEH,KAB. ACEH UTARA,NIBONG,56,84,0,0,820,649,364,6,0,663,2642
163,ACEH,KAB. ACEH UTARA,NISAM,141,412,25,17,1427,940,79,5,0,181,3227
164,ACEH,KAB. ACEH UTARA,NISAM ANTARA,54,215,0,0,1123,214,160,0,0,404,2170
165,ACEH,KAB. ACEH UTARA,PAYA BAKONG,92,302,0,26,947,334,346,0,0,1,2048
166,ACEH,KAB. ACEH UTARA,PIRAK TIMU,0,137,0,120,829,263,247,131,0,99,1826
167,ACEH,KAB. ACEH UTARA,SAMUDERA,63,344,0,109,1488,920,785,11,0,315,4035
168,ACEH,KAB. ACEH UTARA,SAWANG,161,907,35,126,3749,1196,390,1,73,107,6745
169,ACEH,KAB. ACEH UTARA,SEUNUDDON,95,275,0,78,2401,1116,616,181,0,898,5660
170,ACEH,KAB. ACEH UTARA,SIMPANG KERAMAT,126,221,0,30,974,389,221,0,0,0,1961
171,ACEH,KAB. ACEH UTARA,SYAMTALIRA ARON,75,209,0,0,1091,226,39,1,57,316,2014
172,ACEH,KAB. ACEH UTARA,SYAMTALIRA BAYU,357,398,0,54,1153,353,1345,45,0,299,4004
173,ACEH,KAB. ACEH UTARA,TANAH JAMBO AYE,151,921,0,22,3076,2246,1815,9,0,540,8780
174,ACEH,KAB. ACEH UTARA,TANAH LUAS,368,204,0,55,1707,942,193,266,49,837,4621
175,ACEH,KAB. ACEH UTARA,TANAH PASIR,79,153,0,38,1194,116,3,0,0,0,1583
176,ACEH,KAB. BENER MERIAH,BANDAR,196,1021,64,0,2037,788,180,3,62,219,4570
177,ACEH,KAB. BENER MERIAH,BENER KELIPAH,32,196,0,0,393,234,185,0,0,0,1040
178,ACEH,KAB. BENER MERIAH,BUKIT,554,899,148,0,2517,1643,548,617,0,0,6926
179,ACEH,KAB. BENER MERIAH,GAJAH PUTIH,67,250,115,26,741,245,291,0,0,15,1750
180,ACEH,KAB. BENER MERIAH,MESIDAH,0,193,0,0,242,111,2,0,0,0,548
181,ACEH,KAB. BENER MERIAH,PERMATA,141,568,139,0,1463,440,230,1,24,128,3134
182,ACEH,KAB. BENER MERIAH,PINTU RIME GAYO,158,297,57,46,1411,821,385,55,23,175,3428
183,ACEH,KAB. BENER MERIAH,SYIAH UTAMA,75,46,0,0,58,80,2,0,0,0,261
184,ACEH,KAB. BENER MERIAH,TIMANG GAJAH,326,541,108,27,1705,765,344,8,2,25,3851
185,ACEH,KAB. BENER MERIAH,WIH PESAM,101,775,104,0,1444,528,116,26,69,214,3377
186,ACEH,KAB. BIREUEN,GANDA PURA,359,276,0,0,2384,1235,291,611,0,179,5335
187,ACEH,KAB. BIREUEN,JANGKA,72,439,0,0,2408,673,558,0,0,236,4386
188,ACEH,KAB. BIREUEN,JEUMPA,198,501,0,0,1698,905,2764,1,50,733,6850
189,ACEH,KAB. BIREUEN,JEUNIB,300,594,0,0,2267,1937,870,392,0,539,6899
190,ACEH,KAB. BIREUEN,JULI,78,526,16,0,3150,1727,680,42,38,0,6257
191,ACEH,KAB. BIREUEN,KOTA JUANG,256,1172,39,0,4532,1244,2083,113,5,1074,10518
192,ACEH,KAB. BIREUEN,KUALA,24,246,0,0,670,51,1,0,0,332,1324
193,ACEH,KAB. BIREUEN,KUTA BLANG,126,401,8,0,2010,900,275,0,111,20,3851
194,ACEH,KAB. BIREUEN,MAKMUR,153,190,0,0,1579,502,89,0,0,30,2543
195,ACEH,KAB. BIREUEN,PANDRAH,46,175,0,0,851,285,158,0,0,2,1517
196,ACEH,KAB. BIREUEN,PEUDADA,312,458,5,0,4049,938,771,0,0,357,6890
197,ACEH,KAB. BIREUEN,PEULIMBANG,133,46,0,0,976,264,70,259,0,0,1748
198,ACEH,KAB. BIREUEN,PEUSANGAN,285,1155,54,29,4656,3868,3239,1104,94,743,15227
199,ACEH,KAB. BIREUEN,PEUSANGAN SELATAN,18,204,0,0,1295,154,1,0,0,272,1944
200,ACEH,KAB. BIREUEN,PEUSANGAN SIBLAH KRUENG,62,138,0,0,1077,178,2,0,0,27,1484
201,ACEH,KAB. BIREUEN,SAMALANGA,212,681,0,0,2774,1740,3911,10,0,59,9387
202,ACEH,KAB. BIREUEN,SIMPANG MAMPLAM,308,207,0,0,2322,1215,614,288,0,153,5107
203,ACEH,KAB. GAYO LUES,BLANGJERANGO,0,13,0,0,778,210,111,0,0,0,1112
204,ACEH,KAB. GAYO LUES,BLANGKEJEREN,351,552,63,0,2354,1300,432,0,70,208,5330
205,ACEH,KAB. GAYO LUES,BLANG PEGAYON,58,40,0,0,171,526,488,1,0,0,1284
206,ACEH,KAB. GAYO LUES,DABUN GELANG,95,43,0,0,504,184,77,11,5,0,919
207,ACEH,KAB. GAYO LUES,KUTAPANJANG,191,13,0,0,689,75,42,1,0,0,1011
208,ACEH,KAB. GAYO LUES,PANTAN CUACA,71,95,0,0,312,71,87,0,0,196,832
209,ACEH,KAB. GAYO LUES,PINING,98,49,0,0,529,187,2,0,0,0,865
210,ACEH,KAB. GAYO LUES,PUTRI BETUNG,72,66,0,0,461,236,188,0,0,0,1023
211,ACEH,KAB. GAYO LUES,RIKIT GAIB,85,91,0,0,476,37,1,0,0,45,735
212,ACEH,KAB. GAYO LUES,TERANGUN,61,77,0,0,172,328,6,0,0,0,644
213,ACEH,KAB. GAYO LUES,TRIPE JAYA,0,161,0,0,353,57,1,0,0,179,751
214,ACEH,KAB. NAGAN RAYA,BEUTONG,363,165,0,0,693,194,60,0,0,206,1681
215,ACEH,KAB. NAGAN RAYA,BEUTONG ATEUH BANGGALAN,27,0,0,0,226,94,0,0,0,0,347
216,ACEH,KAB. NAGAN RAYA,DARUL MAKMUR,1083,607,0,0,2759,1903,136,3,0,67,6558
217,ACEH,KAB. NAGAN RAYA,KUALA,354,407,0,122,2106,1010,97,4,18,366,4484
218,ACEH,KAB. NAGAN RAYA,KUALA PESISIR,322,248,0,0,1397,612,380,95,0,87,3141
219,ACEH,KAB. NAGAN RAYA,SEUNAGAN,235,282,0,0,1630,736,469,0,1,177,3530
220,ACEH,KAB. NAGAN RAYA,SEUNAGAN TIMUR,322,174,0,0,982,419,1,0,0,99,1997
221,ACEH,KAB. NAGAN RAYA,SUKA MAKMUE,157,82,0,0,813,450,107,303,0,154,2066
222,ACEH,KAB. NAGAN RAYA,TADU RAYA,572,0,0,0,1324,220,6,0,0,0,2122
223,ACEH,KAB. NAGAN RAYA,TRIPA MAKMUR,268,84,0,0,431,2,2,0,0,0,787
224,ACEH,KAB. PIDIE,BATEE,41,252,0,0,1923,404,122,349,0,0,3091
225,ACEH,KAB. PIDIE,DELIMA,47,436,0,0,1813,880,367,0,0,110,3653
226,ACEH,KAB. PIDIE,GEUMPANG,40,205,0,0,842,364,60,0,0,0,1511
227,ACEH,KAB. PIDIE,GLUMPANG BARO,0,130,0,0,803,232,5,11,0,24,1205
228,ACEH,KAB. PIDIE,GLUMPANG TIGA,102,437,0,0,1892,746,659,0,11,70,3917
229,ACEH,KAB. PIDIE,GRONG-GRONG,23,167,0,0,558,397,5,0,0,3,1153
230,ACEH,KAB. PIDIE,INDRAJAYA,1,432,0,0,1639,288,4,0,0,0,2364
231,ACEH,KAB. PIDIE,KEMBANG TANJUNG,99,466,0,0,1896,1044,270,1,0,0,3776
232,ACEH,KAB. PIDIE,KEUMALA,43,188,0,0,1010,176,276,0,0,0,1693
233,ACEH,KAB. PIDIE,KOTA SIGLI,345,606,17,0,2690,1289,988,859,0,207,7001
234,ACEH,KAB. PIDIE,MANE,39,143,0,0,430,246,0,43,0,0,901
235,ACEH,KAB. PIDIE,MILA,25,145,0,0,960,287,183,0,0,0,1600
236,ACEH,KAB. PIDIE,MUARA TIGA,47,179,0,0,1390,629,116,0,0,0,2361
237,ACEH,KAB. PIDIE,MUTIARA,81,502,0,0,1816,1211,676,2,3,0,4291
238,ACEH,KAB. PIDIE,MUTIARA TIMUR,261,622,0,0,3059,679,57,39,0,0,4717
239,ACEH,KAB. PIDIE,PADANG TIJI,66,539,0,0,2822,978,546,0,0,0,4951
240,ACEH,KAB. PIDIE,PEUKAN BARO,56,270,0,0,1346,450,211,0,1,163,2497
241,ACEH,KAB. PIDIE,PIDIE,124,519,22,0,2092,1243,746,347,0,0,5093
242,ACEH,KAB. PIDIE,SAKTI,0,316,0,0,1869,1261,247,2,0,0,3695
243,ACEH,KAB. PIDIE,SIMPANG TIGA,60,361,0,0,2037,693,2,0,0,0,3153
244,ACEH,KAB. PIDIE,TANGSE,223,495,0,0,2517,1434,813,68,0,164,5714
245,ACEH,KAB. PIDIE,TIRO/TRUSEB,69,155,0,0,647,351,0,0,0,47,1269
246,ACEH,KAB. PIDIE,TITEU,60,209,0,0,668,0,0,0,0,0,937
247,ACEH,KAB. PIDIE JAYA,BANDAR BARU,402,572,0,0,2993,1734,1393,1,0,321,7416
248,ACEH,KAB. PIDIE JAYA,BANDAR DUA,346,865,0,0,2805,2197,3436,68,0,81,9798
249,ACEH,KAB. PIDIE JAYA,JANGKA BUYA,197,183,0,0,789,50,2,0,0,135,1356
250,ACEH,KAB. PIDIE JAYA,MEURAH DUA,125,142,0,0,1110,327,49,245,0,377,2375
251,ACEH,KAB. PIDIE JAYA,MEUREUDU,207,920,0,0,2286,915,986,23,5,54,5396
252,ACEH,KAB. PIDIE JAYA,PANTERAJA,54,239,0,0,499,269,252,0,0,0,1313
253,ACEH,KAB. PIDIE JAYA,TRIENGGADENG,97,482,18,0,1590,425,214,198,1,42,3067
254,ACEH,KAB. PIDIE JAYA,ULIM,275,273,0,0,1406,859,144,5,0,0,2962
255,ACEH,KAB. SIMEULUE,ALAFAN,150,104,0,0,520,211,125,0,0,95,1205
256,ACEH,KAB. SIMEULUE,SALANG,160,187,0,0,796,361,164,39,0,0,1707
257,ACEH,KAB. SIMEULUE,SIMEULUE BARAT,200,244,0,0,1072,420,155,67,0,0,2158
258,ACEH,KAB. SIMEULUE,SIMEULUE CUT,66,70,0,0,192,2,1,19,0,0,350
259,ACEH,KAB. SIMEULUE,SIMEULUE TENGAH,110,171,0,0,520,357,199,0,0,0,1357
260,ACEH,KAB. SIMEULUE,SIMEULUE TIMUR,210,531,32,0,2496,1160,350,48,1,64,4892
261,ACEH,KAB. SIMEULUE,TELUK DALAM,76,108,0,0,449,208,99,0,0,143,1083
