No,Provinsi,Kabupaten,Kecamatan,KB Sederajat,TK Sederajat,TPA,SPS,SD Sederajat,SMP Sederajat,SMA Sederajat,SMK Sederajat,SLB,DIKMAS,Total
1419,JAWA BARAT,KAB. SUKABUMI,CISAAT,38,40,0,34,56,36,19,7,1,14,245
1420,JAWA BARAT,KAB. SUKABUMI,CISOLOK,33,4,0,51,50,23,1,6,0,6,174
1421,JAWA BARAT,KAB. SUKABUMI,CURUGKEMBAR,9,2,0,37,25,9,4,1,0,1,88
1422,JAWA BARAT,KAB. SUKABUMI,GEGERBITUNG,14,9,0,31,29,15,3,2,1,1,105
1423,JAWA BARAT,KAB. SUKABUMI,GUNUNG GURUH,14,14,0,14,25,15,11,2,0,3,98
1424,JAWA BARAT,KAB. SUKABUMI,JAMPANG KULON,23,12,0,30,33,16,5,4,0,4,127
1425,JAWA BARAT,KAB. SUKABUMI,JAMPANG TENGAH,33,13,0,24,49,19,5,3,0,3,149
1426,JAWA BARAT,KAB. SUKABUMI,KABANDUNGAN,11,6,0,31,27,14,2,2,0,5,98
1427,JAWA BARAT,KAB. SUKABUMI,KADUDAMPIT,23,16,0,8,31,16,8,5,1,4,112
1428,JAWA BARAT,KAB. SUKABUMI,KALAPA NUNGGAL,37,10,0,10,28,14,5,3,0,3,110
1429,JAWA BARAT,KAB. SUKABUMI,KALIBUNDER,12,4,0,23,29,10,1,0,0,3,82
1430,JAWA BARAT,KAB. SUKABUMI,KEBON PEDES,20,6,0,9,15,6,2,2,0,6,66
1431,JAWA BARAT,KAB. SUKABUMI,LENGKONG,13,5,0,18,27,13,7,1,0,2,86
1432,JAWA BARAT,KAB. SUKABUMI,NAGRAK,35,18,0,30,44,25,11,6,0,12,181
1433,JAWA BARAT,KAB. SUKABUMI,NYALINDUNG,21,14,0,22,32,12,7,3,0,5,116
1434,JAWA BARAT,KAB. SUKABUMI,PABUARAN,18,3,0,34,32,14,3,2,0,1,107
1435,JAWA BARAT,KAB. SUKABUMI,PARAKANSALAK,34,19,0,12,23,12,6,3,0,2,111
1436,JAWA BARAT,KAB. SUKABUMI,PARUNGKUDA,21,20,0,32,31,18,5,6,0,8,141
1437,JAWA BARAT,KAB. SUKABUMI,PELABUHAN RATU,77,24,2,8,54,30,8,12,1,15,231
1438,JAWA BARAT,KAB. SUKABUMI,PURABAYA,10,6,0,44,33,11,2,4,0,1,111
1439,JAWA BARAT,KAB. SUKABUMI,SAGARANTEN,16,8,0,55,38,13,4,3,0,2,139
1440,JAWA BARAT,KAB. SUKABUMI,SIMPENAN,35,9,0,12,42,12,4,3,0,6,123
1441,JAWA BARAT,KAB. SUKABUMI,SUKABUMI,10,12,0,27,21,11,5,4,0,2,92
1442,JAWA BARAT,KAB. SUKABUMI,SUKALARANG,10,14,0,20,20,13,4,1,1,2,85
1443,JAWA BARAT,KAB. SUKABUMI,SUKARAJA,21,31,0,32,36,16,9,3,1,10,159
1444,JAWA BARAT,KAB. SUKABUMI,SURADE,57,15,0,17,56,19,4,5,1,5,179
1445,JAWA BARAT,KAB. SUKABUMI,TEGALBULEUD,31,6,0,11,30,10,2,2,0,1,93
1446,JAWA BARAT,KAB. SUKABUMI,WALURAN,13,5,0,19,20,8,2,2,0,0,69
1447,JAWA BARAT,KAB. SUKABUMI,WARUNG KIARA,26,7,0,36,40,17,6,3,0,3,138
1448,JAWA BARAT,KAB. SUMEDANG,BUAHDUA,21,9,0,0,28,6,1,1,2,1,69
1449,JAWA BARAT,KAB. SUMEDANG,CIBUGEL,23,7,0,0,17,7,0,2,1,2,59
1450,JAWA BARAT,KAB. SUMEDANG,CIMALAKA,31,35,0,0,33,8,4,3,4,9,127
1451,JAWA BARAT,KAB. SUMEDANG,CIMANGGUNG,38,35,0,0,33,16,4,7,1,5,139
1452,JAWA BARAT,KAB. SUMEDANG,CISARUA,11,11,0,0,10,3,0,0,1,1,37
1453,JAWA BARAT,KAB. SUMEDANG,CISITU,18,15,0,0,23,3,0,0,1,3,63
1454,JAWA BARAT,KAB. SUMEDANG,CONGGEANG,18,15,0,0,22,7,2,1,1,7,73
1455,JAWA BARAT,KAB. SUMEDANG,DARMARAJA,14,20,0,0,27,7,2,2,1,4,77
1456,JAWA BARAT,KAB. SUMEDANG,GANEAS,19,12,0,0,15,3,1,0,2,3,55
1457,JAWA BARAT,KAB. SUMEDANG,JATIGEDE,17,5,0,0,21,4,0,0,0,1,48
1458,JAWA BARAT,KAB. SUMEDANG,JATINANGOR,39,42,0,0,41,20,6,7,1,26,182
1459,JAWA BARAT,KAB. SUMEDANG,JATINUNGGAL,40,28,0,0,33,9,4,5,1,5,125
1460,JAWA BARAT,KAB. SUMEDANG,PAMULIHAN,46,30,0,0,30,15,5,3,1,9,139
1461,JAWA BARAT,KAB. SUMEDANG,PASEH,17,23,0,0,21,6,0,1,1,1,70
1462,JAWA BARAT,KAB. SUMEDANG,RANCAKALONG,35,17,0,0,29,7,1,3,1,6,99
1463,JAWA BARAT,KAB. SUMEDANG,SITURAJA,23,26,0,0,27,7,4,7,2,6,102
1464,JAWA BARAT,KAB. SUMEDANG,SUKASARI,31,11,0,0,12,6,2,2,1,8,73
1465,JAWA BARAT,KAB. SUMEDANG,SUMEDANG SELATAN,44,33,0,0,48,15,3,5,3,16,167
1466,JAWA BARAT,KAB. SUMEDANG,SUMEDANG UTARA,40,36,0,0,44,13,4,22,3,14,176
1467,JAWA BARAT,KAB. SUMEDANG,SURIAN,13,4,0,0,11,2,0,2,0,1,33
1468,JAWA BARAT,KAB. SUMEDANG,TANJUNGKERTA,25,18,0,0,28,8,3,2,1,4,89
1469,JAWA BARAT,KAB. SUMEDANG,TANJUNGMEDAR,23,11,0,0,22,5,1,2,1,2,67
1470,JAWA BARAT,KAB. SUMEDANG,TANJUNGSARI,56,42,0,0,35,23,8,8,2,16,190
1471,JAWA BARAT,KAB. SUMEDANG,TOMO,10,12,0,0,18,4,2,1,1,3,51
1472,JAWA BARAT,KAB. SUMEDANG,UJUNGJAYA,7,14,0,0,21,4,1,2,1,4,54
1473,JAWA BARAT,KAB. SUMEDANG,WADO,28,15,0,0,29,9,0,2,1,4,88
1474,JAWA BARAT,KAB. TASIKMALAYA,BANTARKALONG,31,19,0,1,28,13,5,4,0,3,104
1475,JAWA BARAT,KAB. TASIKMALAYA,BOJONGASIH,20,14,0,2,20,11,6,2,0,2,77
1476,JAWA BARAT,KAB. TASIKMALAYA,BOJONGGAMBIR,42,17,0,4,40,18,5,3,0,2,131
1477,JAWA BARAT,KAB. TASIKMALAYA,CIAWI,31,27,0,17,34,8,3,4,1,6,131
1478,JAWA BARAT,KAB. TASIKMALAYA,CIBALONG,39,39,0,2,29,12,2,3,1,2,129
1479,JAWA BARAT,KAB. TASIKMALAYA,CIGALONTANG,46,32,0,11,53,25,12,5,0,7,191
1480,JAWA BARAT,KAB. TASIKMALAYA,CIKALONG,30,32,0,29,56,25,8,3,0,2,185
1481,JAWA BARAT,KAB. TASIKMALAYA,CIKATOMAS,31,29,0,6,40,19,7,4,0,6,142
1482,JAWA BARAT,KAB. TASIKMALAYA,CINEAM,21,17,0,0,25,10,3,2,1,1,80
1483,JAWA BARAT,KAB. TASIKMALAYA,CIPATUJAH,49,22,0,1,57,18,4,4,1,1,157
1484,JAWA BARAT,KAB. TASIKMALAYA,CISAYONG,39,25,1,2,41,11,3,5,1,2,130
1485,JAWA BARAT,KAB. TASIKMALAYA,CULAMEGA,24,13,0,1,20,7,0,1,0,2,68
1486,JAWA BARAT,KAB. TASIKMALAYA,GUNUNGTANJUNG,28,5,0,5,22,6,1,2,1,2,72
1487,JAWA BARAT,KAB. TASIKMALAYA,JAMANIS,14,14,0,9,23,10,3,2,1,2,78
1488,JAWA BARAT,KAB. TASIKMALAYA,JATIWARAS,28,26,0,2,42,16,5,4,0,3,126
1489,JAWA BARAT,KAB. TASIKMALAYA,KADIPATEN,26,12,0,0,22,12,1,3,0,1,77
1490,JAWA BARAT,KAB. TASIKMALAYA,KARANGJAYA,7,9,0,1,10,4,0,1,0,1,33
1491,JAWA BARAT,KAB. TASIKMALAYA,KARANGNUNGGAL,41,30,0,4,55,20,4,6,0,11,171
1492,JAWA BARAT,KAB. TASIKMALAYA,LEUWISARI,12,31,0,7,17,15,2,6,2,0,92
1493,JAWA BARAT,KAB. TASIKMALAYA,MANGUNREJA,23,23,0,2,22,11,2,3,1,6,93
1494,JAWA BARAT,KAB. TASIKMALAYA,MANONJAYA,40,28,0,6,37,17,6,6,1,8,149
1495,JAWA BARAT,KAB. TASIKMALAYA,PADAKEMBANG,15,23,0,5,22,12,5,6,1,3,92
1496,JAWA BARAT,KAB. TASIKMALAYA,PAGERAGEUNG,47,22,0,2,45,12,2,5,1,6,142
1497,JAWA BARAT,KAB. TASIKMALAYA,PANCATENGAH,19,37,0,1,45,21,8,3,0,6,140
1498,JAWA BARAT,KAB. TASIKMALAYA,PARUNGPONTENG,29,28,0,1,33,15,5,3,0,0,114
1499,JAWA BARAT,KAB. TASIKMALAYA,PUSPAHIANG,17,18,0,3,27,8,1,1,0,6,81
1500,JAWA BARAT,KAB. TASIKMALAYA,RAJAPOLAH,22,21,0,1,25,10,5,2,0,6,92
1501,JAWA BARAT,KAB. TASIKMALAYA,SALAWU,33,41,0,3,44,15,7,4,0,0,147
1502,JAWA BARAT,KAB. TASIKMALAYA,SALOPA,24,38,0,3,41,22,11,3,0,3,145
1503,JAWA BARAT,KAB. TASIKMALAYA,SARIWANGI,22,20,0,4,21,15,6,3,1,2,94
1504,JAWA BARAT,KAB. TASIKMALAYA,SINGAPARNA,28,42,1,9,41,19,12,7,1,13,173
1505,JAWA BARAT,KAB. TASIKMALAYA,SODONGHILIR,49,36,0,10,56,15,6,5,0,0,177
1506,JAWA BARAT,KAB. TASIKMALAYA,SUKAHENING,10,17,0,2,19,9,2,2,0,1,62
1507,JAWA BARAT,KAB. TASIKMALAYA,SUKARAJA,17,22,0,5,36,9,4,2,0,1,96
1508,JAWA BARAT,KAB. TASIKMALAYA,SUKARAME,12,27,0,6,26,14,5,5,1,2,98
1509,JAWA BARAT,KAB. TASIKMALAYA,SUKARATU,33,21,0,3,30,18,7,6,0,0,118
1510,JAWA BARAT,KAB. TASIKMALAYA,SUKARESIK,24,21,0,4,27,7,1,2,0,1,87
1511,JAWA BARAT,KAB. TASIKMALAYA,TANJUNGJAYA,39,18,0,1,30,14,6,5,0,6,119
1512,JAWA BARAT,KAB. TASIKMALAYA,TARAJU,21,16,0,6,30,10,2,0,0,4,89
1513,JAWA BARAT,KOTA BANDUNG,ANDIR,15,21,0,11,25,20,14,4,1,21,132
1514,JAWA BARAT,KOTA BANDUNG,ANTAPANI,20,23,0,13,16,7,2,1,2,12,96
1515,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,23,33,0,8,23,13,4,3,0,10,117
1516,JAWA BARAT,KOTA BANDUNG,ASTANAANYAR,7,18,0,2,17,8,4,5,1,5,67
1517,JAWA BARAT,KOTA BANDUNG,BABAKAN CIPARAY,35,20,0,4,25,10,1,0,3,8,106
1518,JAWA BARAT,KOTA BANDUNG,BANDUNG KIDUL,4,13,0,15,12,3,1,0,1,2,51
1519,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,28,27,0,7,41,15,6,3,2,13,142
1520,JAWA BARAT,KOTA BANDUNG,BANDUNG WETAN,8,12,0,4,17,12,8,2,0,11,74
1521,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,19,24,0,9,19,10,1,2,2,3,89
1522,JAWA BARAT,KOTA BANDUNG,BOJONG LOA KALER,14,24,0,9,22,12,8,5,1,6,101
1523,JAWA BARAT,KOTA BANDUNG,BOJONG LOA KIDUL,17,21,0,1,21,12,10,5,1,5,93
1524,JAWA BARAT,KOTA BANDUNG,BUAHBATU,21,31,4,5,17,11,8,8,2,12,119
1525,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KALER,13,31,0,4,12,11,5,7,0,17,100
1526,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,20,36,2,12,19,11,4,4,2,18,128
1527,JAWA BARAT,KOTA BANDUNG,CIBIRU,26,20,0,9,20,9,10,5,3,13,115
1528,JAWA BARAT,KOTA BANDUNG,CICENDO,12,26,0,8,30,19,11,7,1,16,130
1529,JAWA BARAT,KOTA BANDUNG,CIDADAP,12,14,0,1,15,7,5,1,0,6,61
1530,JAWA BARAT,KOTA BANDUNG,CINAMBO,6,11,0,8,4,2,0,1,1,3,36
1531,JAWA BARAT,KOTA BANDUNG,COBLONG,19,31,4,9,24,13,13,3,3,24,143
1532,JAWA BARAT,KOTA BANDUNG,GEDEBAGE,16,16,0,7,10,6,3,2,0,6,66
1533,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,15,31,0,15,19,9,7,7,3,10,116
1534,JAWA BARAT,KOTA BANDUNG,LENGKONG,12,21,0,8,23,13,12,16,1,23,129
1535,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,15,19,1,9,15,6,3,1,0,10,79
1536,JAWA BARAT,KOTA BANDUNG,PANYILEUKAN,10,16,1,6,11,12,3,2,1,8,70
1537,JAWA BARAT,KOTA BANDUNG,RANCASARI,18,28,2,7,13,5,2,1,5,11,92
1538,JAWA BARAT,KOTA BANDUNG,REGOL,15,19,0,15,23,14,6,3,2,13,110
1539,JAWA BARAT,KOTA BANDUNG,SUKAJADI,13,17,0,11,23,8,4,2,3,16,97
1540,JAWA BARAT,KOTA BANDUNG,SUKASARI,15,24,0,9,23,13,8,3,1,16,112
1541,JAWA BARAT,KOTA BANDUNG,SUMUR BANDUNG,3,13,0,5,15,11,7,5,1,16,76
1542,JAWA BARAT,KOTA BANDUNG,UJUNGBERUNG,29,27,0,11,11,14,6,3,1,14,116
1543,JAWA BARAT,KOTA BANJAR,BANJAR,6,23,1,40,29,14,6,9,2,6,136
1544,JAWA BARAT,KOTA BANJAR,LANGENSARI,8,16,0,39,36,13,5,2,1,10,130
1545,JAWA BARAT,KOTA BANJAR,PATARUMAN,8,27,1,44,38,12,2,3,2,12,149
1546,JAWA BARAT,KOTA BANJAR,PURWAHARJA,4,10,0,16,11,4,0,2,0,9,56
1547,JAWA BARAT,KOTA BEKASI,BANTARGEBANG,11,41,0,19,34,14,4,5,0,6,134
1548,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,42,101,1,22,83,31,15,9,1,14,319
1549,JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,31,77,1,27,66,27,15,10,3,29,286
1550,JAWA BARAT,KOTA BEKASI,BEKASI TIMUR,36,83,2,35,73,36,16,20,2,22,325
1551,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,39,158,4,24,96,51,20,17,0,21,430
1552,JAWA BARAT,KOTA BEKASI,JATIASIH,30,111,1,33,82,49,16,19,0,16,357
1553,JAWA BARAT,KOTA BEKASI,JATI SAMPURNA,20,60,1,5,44,22,10,6,0,18,186
1554,JAWA BARAT,KOTA BEKASI,MEDAN SATRIA,35,84,0,10,62,35,11,12,2,11,262
1555,JAWA BARAT,KOTA BEKASI,MUSTIKA JAYA,52,108,2,14,60,32,7,13,0,10,298
1556,JAWA BARAT,KOTA BEKASI,PONDOKGEDE,33,103,0,17,74,39,17,11,3,27,324
1557,JAWA BARAT,KOTA BEKASI,PONDOK MELATI,20,60,1,18,40,21,8,6,0,13,187
1558,JAWA BARAT,KOTA BEKASI,RAWALUMBU,36,75,0,24,66,35,12,15,1,16,280
1559,JAWA BARAT,KOTA BOGOR,KOTA BOGOR BARAT,3,64,0,37,76,40,17,22,3,21,283
1560,JAWA BARAT,KOTA BOGOR,KOTA BOGOR SELATAN,2,40,0,41,65,33,13,19,3,14,230
1561,JAWA BARAT,KOTA BOGOR,KOTA BOGOR TENGAH,3,39,0,22,45,24,11,14,1,29,188
1562,JAWA BARAT,KOTA BOGOR,KOTA BOGOR TIMUR,1,29,0,18,38,19,10,13,0,19,147
1563,JAWA BARAT,KOTA BOGOR,KOTA BOGOR UTARA,1,58,1,28,49,26,12,18,3,21,217
1564,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,11,64,1,58,72,42,13,18,0,19,298
1565,JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,55,71,0,30,63,24,8,7,3,26,287
1566,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,36,59,1,30,46,19,8,4,2,18,223
1567,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,26,62,1,35,31,24,12,11,4,19,225
1568,JAWA BARAT,KOTA CIREBON,HARJAMUKTI,32,50,0,11,54,17,5,6,1,23,199
1569,JAWA BARAT,KOTA CIREBON,KEJAKSAN,8,28,2,2,33,8,7,2,1,5,96
1570,JAWA BARAT,KOTA CIREBON,KESAMBI,18,45,3,7,52,22,21,15,3,31,217
1571,JAWA BARAT,KOTA CIREBON,LEMAHWUNGKUK,13,17,1,8,31,16,3,4,0,7,100
1572,JAWA BARAT,KOTA CIREBON,PEKALIPAN,10,8,0,1,16,3,1,1,0,7,47
1573,JAWA BARAT,KOTA DEPOK,BEJI,31,46,2,15,42,24,8,9,2,29,208
1574,JAWA BARAT,KOTA DEPOK,BOJONGSARI,37,36,0,28,47,31,9,10,1,44,243
1575,JAWA BARAT,KOTA DEPOK,CILODONG,44,46,1,8,49,30,11,11,1,9,210
1576,JAWA BARAT,KOTA DEPOK,CIMANGGIS,29,84,3,24,62,38,11,9,1,30,291
1577,JAWA BARAT,KOTA DEPOK,CINERE,20,24,0,3,25,15,5,7,1,9,109
1578,JAWA BARAT,KOTA DEPOK,CIPAYUNG,37,42,1,25,47,30,8,6,1,10,207
1579,JAWA BARAT,KOTA DEPOK,LIMO,29,35,0,9,32,19,5,7,0,14,150
1580,JAWA BARAT,KOTA DEPOK,PANCORAN MAS,46,84,5,26,72,49,23,22,1,41,369
1581,JAWA BARAT,KOTA DEPOK,SAWANGAN,62,60,2,15,66,38,11,19,0,13,286
1582,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,41,83,4,32,68,33,15,13,1,41,331
1583,JAWA BARAT,KOTA DEPOK,TAPOS,61,113,1,20,65,39,7,12,1,17,336
1584,JAWA BARAT,KOTA SUKABUMI,BAROS,14,11,0,5,12,6,2,3,4,5,62
1585,JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,8,12,0,10,18,8,6,0,0,3,65
1586,JAWA BARAT,KOTA SUKABUMI,CIKOLE,22,31,0,4,27,18,10,7,0,17,136
1587,JAWA BARAT,KOTA SUKABUMI,CITAMIANG,17,18,0,4,28,12,4,4,0,4,91
1588,JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,19,23,0,4,26,10,9,5,0,10,106
1589,JAWA BARAT,KOTA SUKABUMI,LEMBUR SITU,25,8,0,3,14,12,5,6,0,3,76
1590,JAWA BARAT,KOTA SUKABUMI,WARUDOYONG,21,24,0,7,28,9,5,4,0,17,115
1591,JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,21,18,0,11,24,13,8,3,1,3,102
1592,JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,26,29,0,21,28,17,7,4,0,7,139
1593,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,16,24,1,9,30,16,7,7,2,10,122
1594,JAWA BARAT,KOTA TASIKMALAYA,CIPEDES,11,30,0,11,26,9,2,9,0,9,107
1595,JAWA BARAT,KOTA TASIKMALAYA,INDIHIANG,17,22,0,9,18,8,6,4,1,7,92
1596,JAWA BARAT,KOTA TASIKMALAYA,KAWALU,28,25,0,27,42,23,10,4,1,7,167
1597,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,31,30,0,14,39,16,6,4,0,6,146
1598,JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,13,16,0,9,19,7,4,2,0,3,73
1599,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,39,15,0,21,30,25,8,7,1,2,148
1600,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,21,32,1,7,27,15,10,6,1,23,143
1601,JAWA TENGAH,KAB. BANJARNEGARA,BANJARMANGU,17,33,0,1,38,5,0,1,0,1,96
1602,JAWA TENGAH,KAB. BANJARNEGARA,BANJARNEGARA,26,36,0,0,42,15,6,6,0,11,142
1603,JAWA TENGAH,KAB. BANJARNEGARA,BATUR,17,18,0,0,29,3,1,0,0,1,69
1604,JAWA TENGAH,KAB. BANJARNEGARA,BAWANG,26,39,0,3,52,7,4,2,0,3,136
1605,JAWA TENGAH,KAB. BANJARNEGARA,KALIBENING,19,17,1,0,39,9,2,1,0,1,89
1606,JAWA TENGAH,KAB. BANJARNEGARA,KARANGKOBAR,11,19,1,0,32,5,2,2,0,1,73
1607,JAWA TENGAH,KAB. BANJARNEGARA,MADUKARA,22,27,0,0,34,7,2,0,1,1,94
1608,JAWA TENGAH,KAB. BANJARNEGARA,MANDIRAJA,22,39,0,1,57,10,0,1,2,1,133
1609,JAWA TENGAH,KAB. BANJARNEGARA,PAGEDONGAN,8,23,0,8,39,8,2,0,0,0,88
1610,JAWA TENGAH,KAB. BANJARNEGARA,PAGENTAN,21,8,0,0,31,5,0,1,0,1,67
1611,JAWA TENGAH,KAB. BANJARNEGARA,PANDANARUM,7,9,0,1,22,4,0,1,0,0,44
1612,JAWA TENGAH,KAB. BANJARNEGARA,PEJAWARAN,21,16,0,0,39,7,0,2,0,1,86
1613,JAWA TENGAH,KAB. BANJARNEGARA,PUNGGELAN,23,66,0,0,69,10,0,1,0,2,171
1614,JAWA TENGAH,KAB. BANJARNEGARA,PURWANEGARA,25,39,0,1,55,10,3,0,0,3,136
1615,JAWA TENGAH,KAB. BANJARNEGARA,PURWAREJA KLAMPOK,16,27,0,1,40,7,3,4,0,5,103
1616,JAWA TENGAH,KAB. BANJARNEGARA,RAKIT,23,57,0,0,51,8,1,1,0,5,146
1617,JAWA TENGAH,KAB. BANJARNEGARA,SIGALUH,17,21,0,0,29,4,3,1,0,1,76
1618,JAWA TENGAH,KAB. BANJARNEGARA,SUSUKAN,14,24,0,12,50,6,0,1,0,2,109
1619,JAWA TENGAH,KAB. BANJARNEGARA,WANADADI,11,32,0,0,33,5,2,1,0,1,85
1620,JAWA TENGAH,KAB. BANJARNEGARA,WANAYASA,20,22,0,0,45,7,1,1,0,1,97
1621,JAWA TENGAH,KAB. BANYUMAS,AJIBARANG,15,46,0,10,50,11,4,4,1,5,146
1622,JAWA TENGAH,KAB. BANYUMAS,BANYUMAS,12,28,0,0,36,8,2,4,1,4,95
1623,JAWA TENGAH,KAB. BANYUMAS,BATURADEN,6,20,0,12,26,6,3,1,0,4,78
1624,JAWA TENGAH,KAB. BANYUMAS,CILONGOK,22,57,0,20,67,19,5,1,0,3,194
1625,JAWA TENGAH,KAB. BANYUMAS,GUMELAR,5,23,0,15,36,6,1,2,0,4,92
1626,JAWA TENGAH,KAB. BANYUMAS,JATILAWANG,16,35,0,0,43,8,3,3,0,3,111
1627,JAWA TENGAH,KAB. BANYUMAS,KALIBAGOR,10,25,0,10,25,6,0,2,0,6,84
1628,JAWA TENGAH,KAB. BANYUMAS,KARANGLEWAS,21,31,0,4,34,6,0,2,0,3,101
1629,JAWA TENGAH,KAB. BANYUMAS,KEBASEN,9,32,1,1,36,10,4,3,0,1,97
1630,JAWA TENGAH,KAB. BANYUMAS,KEDUNG BANTENG,17,26,0,5,36,10,3,1,0,2,100
1631,JAWA TENGAH,KAB. BANYUMAS,KEMBARAN,12,40,1,2,39,9,1,3,0,4,111
1632,JAWA TENGAH,KAB. BANYUMAS,KEMRANJEN,18,33,0,3,50,16,4,3,0,2,129
1633,JAWA TENGAH,KAB. BANYUMAS,LUMBIR,13,18,0,11,36,7,0,2,0,2,89
1634,JAWA TENGAH,KAB. BANYUMAS,PATIKRAJA,17,34,1,4,36,6,3,1,0,1,103
1635,JAWA TENGAH,KAB. BANYUMAS,PEKUNCEN,20,34,0,2,48,10,2,2,0,3,121
1636,JAWA TENGAH,KAB. BANYUMAS,PURWOJATI,5,20,0,3,23,6,1,1,0,2,61
1637,JAWA TENGAH,KAB. BANYUMAS,PURWOKERTO BARAT,10,26,3,1,27,7,2,2,0,4,82
1638,JAWA TENGAH,KAB. BANYUMAS,PURWOKERTO SELATAN,18,30,2,4,33,10,2,11,1,11,122
1639,JAWA TENGAH,KAB. BANYUMAS,PURWOKERTO TIMUR,10,28,3,4,33,13,12,9,2,16,130
1640,JAWA TENGAH,KAB. BANYUMAS,PURWOKERTO UTARA,11,17,1,3,21,3,1,2,0,13,72
1641,JAWA TENGAH,KAB. BANYUMAS,RAWALO,8,34,0,4,33,10,5,4,0,0,98
1642,JAWA TENGAH,KAB. BANYUMAS,SOKARAJA,14,39,1,11,40,9,5,2,0,6,127
1643,JAWA TENGAH,KAB. BANYUMAS,SOMAGEDE,4,19,0,9,22,6,0,1,0,2,63
1644,JAWA TENGAH,KAB. BANYUMAS,SUMBANG,11,31,0,12,45,8,1,3,0,3,114
1645,JAWA TENGAH,KAB. BANYUMAS,SUMPIUH,2,28,2,13,40,9,4,6,0,8,112
1646,JAWA TENGAH,KAB. BANYUMAS,TAMBAK,10,21,0,10,40,10,3,2,0,2,98
1647,JAWA TENGAH,KAB. BANYUMAS,WANGON,20,32,0,12,51,9,2,3,0,2,131
1648,JAWA TENGAH,KAB. BATANG,BANDAR,17,36,1,4,49,10,2,3,0,8,130
1649,JAWA TENGAH,KAB. BATANG,BANYUPUTIH,10,29,0,0,30,6,2,1,0,4,82
1650,JAWA TENGAH,KAB. BATANG,BATANG,31,49,6,7,66,18,7,9,1,12,206
1651,JAWA TENGAH,KAB. BATANG,BAWANG,11,34,2,5,46,8,4,2,0,6,118
1652,JAWA TENGAH,KAB. BATANG,BLADO,19,30,0,0,35,7,0,1,0,6,98
1653,JAWA TENGAH,KAB. BATANG,GRINGSING,11,40,1,9,50,11,4,1,0,5,132
1654,JAWA TENGAH,KAB. BATANG,KANDEMAN,5,19,1,6,32,6,0,2,0,8,79
1655,JAWA TENGAH,KAB. BATANG,LIMPUNG,13,30,2,1,42,9,4,2,0,5,108
1656,JAWA TENGAH,KAB. BATANG,PECALUNGAN,13,18,0,0,25,2,0,1,0,1,60
1657,JAWA TENGAH,KAB. BATANG,REBAN,14,28,0,0,37,6,0,2,0,2,89
1658,JAWA TENGAH,KAB. BATANG,SUBAH,18,32,1,1,38,10,5,3,0,4,112
1659,JAWA TENGAH,KAB. BATANG,TERSONO,17,34,0,0,43,7,3,0,0,4,108
1660,JAWA TENGAH,KAB. BATANG,TULIS,13,22,0,2,26,3,0,1,0,2,69
1661,JAWA TENGAH,KAB. BATANG,WARUNGASEM,15,22,1,0,31,7,2,1,0,4,83
1662,JAWA TENGAH,KAB. BATANG,WONOTUNGGAL,20,15,0,0,29,5,2,0,0,1,72
1663,JAWA TENGAH,KAB. BLORA,BANJAREJO,20,27,0,2,43,9,2,3,0,3,109
1664,JAWA TENGAH,KAB. BLORA,BOGOREJO,11,14,0,1,24,5,0,2,0,1,58
1665,JAWA TENGAH,KAB. BLORA,CEPU,28,51,0,0,45,18,10,7,1,12,172
1666,JAWA TENGAH,KAB. BLORA,JAPAH,17,26,0,2,27,4,0,1,0,1,78
1667,JAWA TENGAH,KAB. BLORA,JATI,19,32,1,6,36,9,2,4,0,1,110
1668,JAWA TENGAH,KAB. BLORA,JEPON,26,44,0,0,46,7,1,2,2,4,132
1669,JAWA TENGAH,KAB. BLORA,JIKEN,11,17,0,4,30,6,1,3,0,1,73
1670,JAWA TENGAH,KAB. BLORA,KEDUNGTUBAN,25,51,0,0,51,13,2,3,0,6,151
1671,JAWA TENGAH,KAB. BLORA,KOTA BLORA,25,68,1,2,66,19,5,8,1,14,209
